account_length,international_plan,voice_mail_plan,total_intl_charge,number_customer_service_calls,churn,total_call,total_minutes,total_charge
169,0,0,1.94,3,no,341,451.20000000000005,45.17
62,0,1,2.75,0,no,259,552.9,49.41
86,0,0,0.0,2,no,345,456.29999999999995,37.82
44,0,0,2.89,0,no,295,574.4,59.629999999999995
111,0,0,3.24,5,yes,260,521.9,47.43
127,0,1,3.29,2,no,279,555.5,47.65
151,1,0,3.35,0,no,302,690.0999999999999,64.28
53,0,0,2.13,2,no,293,587.5,53.92
15,0,0,2.27,2,no,263,512.5,46.059999999999995
123,0,1,2.11,1,no,311,591.5,52.220000000000006
137,0,0,3.27,1,no,323,548.2,57.47
106,0,0,2.27,2,no,342,545.5,48.58
88,0,0,2.11,3,no,280,515.4000000000001,47.480000000000004
106,0,0,3.19,1,no,299,692.0999999999999,69.36
95,0,0,2.62,0,no,269,652.3,62.339999999999996
57,1,0,1.73,0,yes,236,482.3,40.980000000000004
184,0,0,3.54,2,no,281,559.3,51.27
127,0,0,2.48,2,no,354,573.1,59.11
174,0,0,1.94,2,no,265,663.6,63.76
92,0,0,3.32,2,yes,253,686.2,64.45
81,0,0,4.86,1,no,314,492.5,45.56
125,0,0,2.48,2,yes,276,438.79999999999995,40.64
119,0,0,2.43,0,yes,217,721.7,78.55
122,0,0,1.73,3,no,212,590.4,60.23
34,0,0,3.78,1,no,276,539.6,48.730000000000004
138,1,1,2.89,3,yes,333,701.7,70.47
90,0,1,3.48,1,no,296,439.70000000000005,35.95
73,0,0,3.83,2,no,290,523.2,45.53
19,0,0,2.57,1,yes,355,704.3999999999999,74.91000000000001
120,0,1,1.86,1,no,277,693.1,69.57
160,0,0,3.56,3,no,244,620.9000000000001,50.86
141,0,0,2.21,0,no,358,555.2,50.1
90,0,0,3.29,2,no,251,601.9,56.18000000000001
72,0,0,3.43,2,no,306,604.3,53.63000000000001
117,0,1,3.21,1,no,307,551.5,54.5
87,0,0,1.78,1,no,298,578.1,56.94
190,0,0,2.51,2,no,319,627.5,59.51
120,0,0,4.56,0,no,360,677.1999999999999,63.089999999999996
115,0,1,3.11,1,no,277,614.0999999999999,63.07000000000001
61,0,0,2.43,1,no,289,672.3,65.49
143,0,1,2.08,1,no,355,537.8,49.33
110,0,0,2.16,1,no,292,481.6,51.47
104,0,0,3.27,1,no,299,552.0,46.769999999999996
16,0,0,2.89,1,no,249,531.0999999999999,52.230000000000004
183,0,0,3.65,0,no,312,468.5,41.97
58,0,0,2.51,2,yes,313,656.3,72.57
102,1,0,3.24,3,no,237,615.3,65.44
64,0,1,2.3,1,no,299,420.6,39.489999999999995
103,0,0,2.11,2,no,211,647.6,62.06000000000001
152,0,0,2.81,1,yes,223,594.1,72.58
124,0,0,3.46,1,yes,315,660.6,75.93
131,0,0,4.19,1,yes,333,562.0999999999999,48.91
57,0,1,3.0,2,no,274,651.2,62.75000000000001
157,0,0,2.3,2,no,262,594.2,58.4
194,0,0,3.19,0,no,378,587.5,57.36
66,0,0,2.11,1,no,312,573.0,51.940000000000005
155,0,0,2.32,0,no,312,558.9,46.22
116,0,0,2.03,2,no,300,618.5,59.099999999999994
64,0,0,3.08,3,no,309,607.7,62.900000000000006
96,0,0,2.65,3,no,327,580.9,53.63
53,0,0,3.08,1,no,286,564.8,54.169999999999995
105,0,0,2.4,3,no,355,632.2,64.00999999999999
53,0,1,3.24,2,no,310,598.7,55.64
101,0,0,3.75,1,no,283,557.0,53.05
129,0,1,2.51,3,no,305,629.3,58.95
122,0,0,2.38,1,yes,377,739.3,72.87
163,0,0,3.46,5,no,262,585.3,58.84
93,0,0,3.86,0,no,312,531.5,50.63999999999999
115,1,0,3.19,1,yes,294,766.2,85.78
25,0,0,2.27,1,yes,226,712.1999999999999,76.4
73,0,0,1.57,1,no,334,484.5,42.59
120,0,0,3.78,2,no,277,679.0999999999999,63.52
196,0,0,2.78,1,no,296,561.2,50.15
97,0,0,2.38,0,yes,320,738.4000000000001,72.55
148,0,0,3.02,1,no,324,693.5,64.23
85,0,1,3.11,1,no,312,579.0,57.58
86,1,0,3.08,2,yes,351,458.29999999999995,47.61
147,0,1,3.81,2,no,326,800.1,77.38000000000001
91,0,0,2.67,3,no,296,518.3000000000001,56.559999999999995
81,0,1,1.81,4,no,325,661.7,61.65
116,0,1,2.89,1,no,266,729.3,68.01
69,0,1,1.59,1,no,320,441.09999999999997,44.92
135,0,0,3.19,0,no,279,516.9000000000001,50.71
73,0,0,2.27,2,no,283,683.8,67.93
125,1,0,3.29,0,yes,304,676.1999999999999,78.55
165,0,1,4.32,0,no,366,592.5,49.13999999999999
64,0,0,2.89,2,no,290,533.7,53.050000000000004
116,1,1,1.86,1,no,318,680.9000000000001,61.00999999999999
84,0,1,2.03,4,no,361,573.0,59.77
134,0,0,2.94,2,no,305,581.9,63.72
105,0,0,3.13,0,yes,290,613.0,63.24
88,0,0,3.24,2,no,332,581.1,52.11
90,0,1,3.4,2,no,280,516.4,52.28
86,0,0,3.38,1,no,277,693.9,61.91
37,0,0,1.84,4,no,334,543.5,60.260000000000005
148,0,0,2.65,2,no,334,641.2,58.54
63,0,0,2.86,0,no,297,643.0,60.7
102,0,0,3.4,2,no,283,549.7,47.41
76,0,0,2.7,1,no,288,593.9,57.739999999999995
104,0,0,1.62,2,no,244,555.5,54.77
109,0,0,1.59,3,no,271,650.9,60.15
105,0,0,3.08,2,no,315,628.5,54.419999999999995
63,0,1,3.29,1,no,255,760.8,69.75999999999999
105,0,1,2.92,3,no,326,767.8,76.63000000000001
68,1,1,3.05,1,no,301,685.6,58.269999999999996
63,1,1,2.7,1,no,302,509.70000000000005,47.79
74,0,0,2.86,3,no,320,418.1,39.74
101,0,0,3.11,5,no,359,572.4000000000001,62.300000000000004
116,0,0,3.62,0,yes,309,777.1999999999999,81.2
131,0,1,3.43,1,no,338,702.0,62.41
84,0,0,2.65,1,no,325,631.4000000000001,63.33
104,0,0,1.32,2,no,256,518.4000000000001,49.28
108,0,0,2.48,3,no,275,703.0,67.52
111,0,0,2.62,0,no,331,606.0999999999999,56.33
155,0,1,3.35,1,no,309,542.6,42.32
66,0,0,1.84,1,no,280,666.0999999999999,63.81
64,0,0,2.7,1,no,257,547.6,58.71999999999999
116,0,0,2.4,3,no,249,644.7,69.35
101,0,0,3.65,0,no,308,551.0,64.35000000000001
15,0,0,4.35,2,no,249,572.2,49.53
88,0,0,3.62,4,yes,326,692.1,79.14
197,0,0,2.57,0,no,316,635.7,66.6
50,1,0,3.7,2,yes,272,569.5,50.42
172,0,0,3.43,2,no,289,747.9,62.2
188,1,1,3.89,1,yes,300,563.9,56.88999999999999
85,1,0,2.73,3,no,322,550.0999999999999,48.459999999999994
103,1,0,3.27,1,yes,350,705.7,69.38000000000001
136,0,1,2.7,3,no,341,554.4,57.260000000000005
155,0,1,2.32,0,no,286,498.0,55.449999999999996
145,0,0,0.3,2,no,304,519.5,46.97
116,0,1,2.43,2,no,306,551.0,58.47
152,0,0,2.57,2,no,277,554.3,49.99
65,1,0,2.48,0,yes,306,690.5999999999999,72.04
67,0,0,3.46,0,no,382,514.9,45.510000000000005
60,0,0,1.54,0,no,336,622.9000000000001,58.949999999999996
138,0,0,3.27,0,no,253,672.0,66.25
44,0,0,1.97,4,yes,299,658.1,74.22
25,0,0,3.89,2,no,268,671.3,68.9
145,0,0,0.89,1,no,294,618.5,62.06
122,0,1,2.08,2,no,234,570.0,55.74999999999999
121,0,0,3.59,0,yes,289,554.2,51.07
55,1,0,3.48,0,no,269,326.0,32.879999999999995
77,0,0,3.56,1,no,281,598.0,61.28
12,0,0,2.65,2,no,283,599.2,61.03
92,0,1,2.7,2,no,289,589.3,56.52
125,1,1,4.59,1,yes,310,696.2,70.48
79,0,0,4.1,0,no,309,568.9000000000001,54.53
36,0,0,1.89,3,no,311,691.5999999999999,68.39
102,0,0,2.62,2,no,346,611.4,57.81
138,1,0,3.13,1,no,292,636.3,69.16
164,0,0,1.97,3,no,289,574.5,59.86
125,0,0,2.73,0,yes,241,697.1999999999999,72.24
72,0,0,2.65,2,no,304,497.90000000000003,50.88
145,0,0,3.35,1,no,277,676.7,63.41
136,0,0,3.13,0,no,309,451.9,42.32
209,0,0,2.3,3,yes,303,703.7,72.78
66,1,0,2.24,3,no,279,646.7,62.11999999999999
152,0,1,2.13,1,no,335,481.9,52.37
162,0,0,3.27,1,no,354,396.1,29.73
72,0,0,3.02,2,no,326,503.70000000000005,45.730000000000004
101,0,0,2.62,4,no,288,645.4000000000001,70.2
125,0,0,3.56,0,no,315,540.0,57.98
193,0,1,3.16,0,no,271,351.4,29.7
63,0,0,3.97,0,yes,298,708.9,74.43
124,0,0,2.7,1,no,358,635.1,62.95
144,0,0,3.13,0,no,296,617.4,54.669999999999995
116,0,1,1.62,2,no,317,554.3,56.04
189,0,1,4.16,1,no,274,520.8,50.65
97,0,1,1.65,1,no,269,781.3,77.97
137,0,1,3.27,2,no,300,580.1,56.540000000000006
142,0,1,1.16,0,no,345,548.4,50.53
84,0,0,3.73,1,no,334,600.0,59.74999999999999
119,0,1,2.7,1,no,333,617.2,58.550000000000004
158,0,0,2.78,1,no,280,587.2,54.47
101,0,1,3.51,2,no,271,451.90000000000003,41.059999999999995
182,0,0,2.57,2,yes,336,677.1,72.58000000000001
51,0,0,3.24,0,no,267,505.8,49.51
117,0,0,2.67,2,no,345,501.09999999999997,54.870000000000005
92,1,0,3.16,0,no,337,579.7,63.77
86,0,0,1.67,2,no,317,599.7,56.910000000000004
122,0,0,2.35,2,no,318,555.1,48.85
127,0,0,3.75,0,yes,311,705.5,71.08
158,0,0,0.0,2,no,287,664.3,61.709999999999994
145,1,1,3.0,1,no,308,562.2,53.339999999999996
127,0,1,2.48,3,no,371,499.3,32.95
109,0,0,2.67,1,no,364,638.8,60.22
88,0,0,2.03,1,no,277,476.4,50.24
171,0,0,2.78,0,no,291,620.6,58.6
21,0,0,3.35,1,no,367,654.4,66.0
145,0,1,2.89,2,no,326,675.8,66.41
90,0,0,2.16,2,no,304,708.4000000000001,67.36
33,0,0,1.92,1,no,319,457.29999999999995,48.34
61,0,1,2.75,2,yes,293,459.70000000000005,41.03
107,0,0,3.62,3,no,320,521.9,55.55000000000001
147,0,0,1.67,0,yes,257,789.4000000000001,79.04
186,0,0,2.35,1,no,300,471.9,45.97
128,0,0,2.13,0,no,274,640.8,62.07000000000001
55,0,1,2.19,3,no,322,564.1,49.93000000000001
134,0,0,3.48,2,no,266,365.70000000000005,24.29
96,0,1,3.05,1,no,285,680.7,59.419999999999995
123,0,0,3.38,2,no,294,343.8,39.11
35,0,0,1.57,2,no,243,747.9,67.38
74,0,0,3.24,0,no,373,655.0,61.27
130,0,0,3.4,1,no,357,425.2,40.29
137,1,0,3.83,0,yes,268,677.4,67.21
80,0,0,2.57,3,no,268,384.9,30.32
116,0,1,2.21,3,no,338,533.8,50.9
123,0,1,4.02,2,no,301,749.7,74.97
146,1,0,2.84,1,no,303,640.2,55.24
121,0,1,3.24,1,no,303,512.9000000000001,43.589999999999996
137,0,0,2.46,1,no,252,541.7,49.14
67,0,1,3.56,1,no,240,594.2,56.6
161,0,0,1.59,4,yes,299,505.4,49.19
134,0,1,1.65,2,yes,314,659.0,69.57000000000001
120,0,1,2.43,1,no,280,628.8,66.14
130,0,1,2.0,0,no,361,592.3,59.76
68,0,0,2.78,1,no,325,568.7,53.91
77,0,0,3.05,3,no,274,680.2,62.32000000000001
109,0,0,2.43,2,no,243,656.5,64.14
108,0,0,3.13,3,no,300,609.1999999999999,59.379999999999995
79,0,1,2.46,1,no,321,623.5,58.79
119,0,0,2.94,3,yes,259,713.5,71.74
38,0,0,2.48,5,yes,315,525.4,54.080000000000005
109,0,1,2.43,6,yes,316,599.4,51.41
78,0,0,2.92,1,no,279,503.8,42.230000000000004
134,0,0,1.94,0,no,343,691.0,71.49
47,0,1,2.08,2,no,302,576.7,51.67
59,0,1,2.46,0,no,282,394.9,37.83
151,0,0,1.49,0,no,291,712.1,68.11
129,0,0,3.0,1,no,371,487.4,39.02
76,0,0,2.51,1,no,293,497.1,42.14999999999999
24,0,0,4.37,0,no,397,536.9,58.239999999999995
169,0,0,2.7,2,no,259,505.09999999999997,49.800000000000004
30,0,0,2.75,1,no,265,480.5,35.54
70,0,0,2.54,3,no,305,562.7,57.42
52,1,0,2.97,0,yes,251,640.0,68.09
3,0,0,1.65,4,no,294,675.9,57.82
38,0,0,3.89,2,no,317,529.4,46.83
104,0,0,2.86,3,no,274,573.9,64.12
27,0,0,2.46,1,no,326,510.8,41.47
166,1,1,3.08,1,no,274,557.9,57.230000000000004
13,0,0,3.67,2,no,291,690.9000000000001,67.09
52,0,0,3.19,2,no,296,503.6,55.88
114,0,1,3.13,1,no,297,596.1,54.55
156,0,0,0.95,1,no,304,519.3,48.31
62,0,0,2.92,2,no,323,473.9,49.17
82,0,1,2.97,2,no,293,641.4000000000001,55.510000000000005
52,0,0,3.32,3,no,270,530.3,45.73
146,0,0,2.89,1,no,249,547.6,47.64
120,0,1,1.94,2,no,315,727.1,70.64
130,0,0,4.94,1,yes,315,645.5,69.47
90,0,0,3.08,1,no,265,398.79999999999995,33.379999999999995
147,1,0,2.73,1,no,310,459.5,50.25
159,0,0,2.78,0,yes,253,451.30000000000007,46.98
74,0,1,3.56,4,no,358,626.0999999999999,55.25
130,0,0,1.54,0,no,270,631.4,66.72
155,1,0,3.02,0,no,313,551.1999999999999,56.86
87,0,0,4.48,2,no,265,518.8,55.62
81,0,0,3.54,0,yes,208,748.7,83.73
99,0,0,3.86,2,no,338,487.3,46.58
131,0,0,2.75,2,no,336,591.0,58.1
89,0,0,2.78,5,yes,239,558.1999999999999,49.83
123,1,0,1.7,4,yes,331,506.3,43.64
130,0,1,3.4,1,no,348,685.5,71.97
99,0,0,2.84,1,no,255,440.4,41.239999999999995
36,0,0,2.67,1,no,359,635.7,59.18
87,0,0,2.03,3,no,305,554.0,47.4
139,0,0,3.13,2,no,369,563.9000000000001,65.56
96,0,1,2.81,3,no,286,562.1,56.260000000000005
112,0,0,2.78,2,no,298,495.0,43.489999999999995
75,0,0,3.86,1,no,285,654.4000000000001,64.02000000000001
178,0,1,2.84,2,no,247,504.09999999999997,52.21
112,0,0,3.83,2,yes,291,786.8,77.24
108,0,1,2.92,0,no,291,491.1,48.99
100,0,0,3.78,0,no,306,454.70000000000005,39.33
121,0,1,2.54,0,no,337,665.5,65.03
116,0,0,2.7,1,no,283,469.6,36.92
161,0,0,3.11,1,no,243,528.6,54.01
104,0,0,2.73,1,no,314,660.8000000000001,64.47999999999999
119,1,1,3.29,0,no,285,613.5,57.61
125,0,0,2.16,0,no,294,567.6,59.39999999999999
109,0,0,2.7,2,no,330,536.1,49.92999999999999
95,0,0,2.21,2,no,304,508.20000000000005,47.730000000000004
90,0,0,1.24,1,no,315,542.8,47.28
105,0,1,2.35,2,no,248,611.7,53.79
95,0,0,2.19,1,no,332,610.9,56.56999999999999
160,0,0,1.51,1,no,311,652.7,64.77000000000001
141,0,1,2.0,1,no,354,708.6999999999999,80.3
87,0,0,3.11,0,no,377,311.4,23.97
81,0,0,3.19,2,no,258,649.5999999999999,60.33
75,0,1,3.54,4,no,279,667.8,66.00999999999999
126,0,1,3.27,0,no,288,523.3,43.129999999999995
28,0,0,2.62,3,no,304,684.0999999999999,67.07
153,0,0,3.38,0,no,347,592.7,61.709999999999994
17,1,0,3.67,0,yes,303,725.0999999999999,62.17
121,0,0,2.46,2,no,292,493.9,43.379999999999995
125,0,0,3.05,2,no,289,614.5,62.81
124,0,0,2.48,2,no,298,424.40000000000003,42.800000000000004
35,0,0,1.86,2,no,243,518.8,48.379999999999995
134,0,0,3.32,0,yes,308,769.2,80.67
123,0,1,1.78,3,no,240,672.5,66.86
124,0,0,2.81,3,no,289,699.2,67.94
133,0,0,1.76,2,no,277,561.1,54.86
185,0,1,2.59,0,no,324,605.4,57.21
107,0,0,2.65,1,no,366,492.59999999999997,58.83
178,1,0,3.08,2,yes,325,533.9,45.24
123,0,0,2.65,1,no,264,686.0,66.54
170,0,0,2.35,1,yes,285,713.2,74.51
135,0,0,2.27,1,no,253,584.2,56.61
134,0,1,3.0,2,no,341,478.40000000000003,52.949999999999996
148,0,1,2.94,1,no,316,540.3,42.3
93,0,0,2.27,1,yes,337,653.9,72.81000000000002
138,0,0,3.13,0,no,294,511.0,58.879999999999995
159,0,0,3.29,0,no,307,566.4,47.55
103,0,1,3.19,1,no,265,464.6,43.94
150,0,1,1.94,0,no,303,616.3,60.17
37,0,0,3.97,3,no,341,619.5,54.67
33,1,0,1.73,0,no,305,440.90000000000003,46.46
55,0,0,2.46,1,no,267,579.9,64.5
134,0,1,4.48,0,no,335,451.0,38.33
107,0,0,1.51,2,no,295,467.6,40.68
80,0,1,1.03,1,no,338,661.8000000000001,63.83
78,0,0,2.13,1,yes,351,541.1,46.31999999999999
61,0,1,2.7,2,no,312,699.8000000000001,70.55
97,0,1,1.81,5,no,252,656.0,63.209999999999994
136,1,0,2.81,2,no,338,525.7,52.260000000000005
135,0,0,1.03,3,no,266,475.70000000000005,46.24
87,0,1,0.0,1,no,289,602.4000000000001,55.32
165,0,0,3.46,0,no,244,633.4000000000001,65.63000000000001
148,0,0,2.13,2,yes,290,761.7,77.26
127,1,0,3.51,1,no,310,635.3,69.53999999999999
151,0,0,1.16,0,no,272,477.2,50.25
185,0,0,2.92,1,no,286,547.9,52.11
65,0,1,3.38,4,no,312,565.5,57.239999999999995
58,0,0,3.89,4,no,322,617.6,64.02
44,0,0,2.24,0,no,336,633.7,60.36
58,0,0,0.0,4,no,321,622.6,60.449999999999996
108,0,0,2.54,0,no,288,576.1999999999999,58.82
132,0,0,2.89,1,no,332,570.2,50.980000000000004
80,0,0,4.29,2,no,242,506.7,46.050000000000004
162,0,0,2.75,2,no,301,624.1,54.66
110,0,0,4.51,2,no,242,586.5,49.82
96,0,0,2.78,1,yes,306,778.1999999999999,79.51
72,0,0,1.35,4,yes,356,814.8000000000001,82.0
125,0,1,2.75,1,no,319,506.8,46.98
170,0,0,2.65,2,no,309,613.3,58.81
71,0,0,4.02,3,no,295,608.6,59.81
124,0,0,3.48,1,no,358,425.5,45.03
97,0,0,3.19,1,no,228,384.6,43.45
98,1,0,0.57,1,no,230,609.2,59.48
24,0,0,2.32,2,yes,223,518.6,47.21
136,0,0,2.65,0,no,277,637.3,62.6
44,0,0,2.57,0,yes,279,680.1,73.74
96,0,1,3.62,0,no,362,441.3,41.68
31,0,0,1.89,1,no,307,446.59999999999997,42.699999999999996
72,0,0,3.59,0,no,290,690.2,62.32
24,0,0,1.97,1,no,321,451.29999999999995,43.43000000000001
117,1,0,2.7,1,yes,288,700.2,77.82000000000001
137,0,1,2.11,0,no,351,628.0,59.82
136,0,0,2.65,0,no,264,395.3,39.339999999999996
95,0,0,3.78,0,no,310,647.5,59.26
82,0,1,1.11,1,no,252,591.9,54.81
145,0,0,2.43,1,yes,322,773.2,76.99
155,1,0,2.7,2,no,355,551.4,62.260000000000005
53,0,0,3.48,2,no,305,565.5999999999999,48.0
123,0,0,2.21,5,yes,309,736.9,72.48
136,0,0,2.65,7,no,292,662.4000000000001,60.21
57,0,0,2.27,3,no,328,577.1,54.41
62,0,0,2.78,1,no,312,491.79999999999995,45.0
112,0,0,2.32,1,no,281,490.50000000000006,43.0
55,0,1,1.97,1,no,314,623.9,62.02
125,0,0,2.46,1,no,267,653.7,66.97
98,0,1,2.16,6,yes,326,503.9,50.2
105,0,0,1.46,1,no,303,611.1,65.95
113,0,1,3.13,0,no,277,602.2,57.42
99,0,0,2.13,3,yes,224,704.5999999999999,72.34
103,0,0,2.27,1,no,353,459.59999999999997,47.11
177,0,0,2.16,1,no,284,606.6,62.239999999999995
149,0,1,2.75,0,no,336,574.5,55.41
160,0,0,3.75,1,yes,371,725.0,72.82000000000001
116,0,0,2.13,2,no,252,510.5,45.370000000000005
148,1,0,2.59,0,yes,249,543.5,61.150000000000006
147,0,1,2.73,2,yes,323,550.5,55.07
95,0,0,2.81,0,no,319,470.8,36.54
201,0,0,1.89,1,no,261,633.0,64.08
80,0,0,3.19,0,no,298,518.5,47.540000000000006
122,1,0,3.11,1,no,307,601.0,54.08
132,0,0,1.81,0,no,312,568.4,55.92
83,0,0,3.51,1,no,271,671.6,64.92999999999999
99,0,0,2.38,7,yes,305,553.1,50.18
84,0,0,3.86,3,yes,299,702.9,70.89
87,0,0,2.4,2,no,375,651.2,57.44
7,0,0,2.97,3,no,247,646.3,66.16
89,0,1,2.84,2,no,344,541.2,53.91
131,1,0,3.7,3,yes,272,389.0,37.55
105,0,0,3.24,3,no,229,656.9,68.98
108,1,0,3.73,2,yes,269,462.5,43.65
47,0,1,2.24,1,no,312,514.3,50.260000000000005
101,1,0,1.97,1,no,339,494.1,47.0
182,0,1,3.13,1,no,329,462.5,42.56
128,0,0,1.49,1,yes,283,722.0,73.08000000000001
69,0,1,3.56,2,no,282,539.5,56.31
113,0,1,3.59,1,no,263,347.5,26.619999999999997
87,0,1,2.11,0,no,332,633.4000000000001,69.99
71,0,0,3.32,0,no,296,689.7,67.53999999999999
87,0,0,3.92,3,no,278,640.0,61.8
117,0,0,3.11,1,no,287,495.8,44.69
177,0,0,2.4,3,yes,228,716.0,74.49
66,0,0,2.84,2,no,318,622.1,59.49
110,0,0,2.67,1,no,367,542.5,52.61
204,0,0,3.81,3,no,317,551.4,56.650000000000006
32,0,1,3.51,0,no,319,623.1,64.49
133,0,1,1.81,5,no,269,622.4000000000001,68.14
185,0,0,3.27,2,no,290,455.5,38.989999999999995
91,0,0,3.0,1,no,289,506.09999999999997,44.09
131,0,0,1.4,2,no,308,631.6,60.36
153,0,0,3.19,0,no,378,521.0,50.040000000000006
141,0,0,1.62,5,no,274,688.4,70.7
169,0,0,3.73,3,yes,304,712.5999999999999,71.74000000000001
127,0,1,2.65,1,no,247,555.0,56.370000000000005
57,0,0,2.73,0,no,312,511.3,41.5
123,0,1,0.78,0,no,245,481.79999999999995,44.6
103,0,1,3.75,4,yes,259,406.20000000000005,40.43
101,0,0,3.11,1,no,247,371.5,39.529999999999994
123,0,1,4.21,2,no,273,398.40000000000003,45.83
78,0,1,2.92,6,no,291,648.6,63.160000000000004
101,0,1,2.54,4,no,279,709.1,70.88
67,0,1,2.48,0,no,343,575.0,54.4
64,1,0,3.38,3,no,243,533.6,48.29
173,0,0,2.11,1,no,320,378.0,34.74
135,0,0,3.67,1,no,265,605.3,55.24
75,0,1,3.02,1,no,292,524.2,61.53
88,0,0,3.13,4,yes,257,497.9,41.989999999999995
112,0,0,2.54,3,no,313,588.9,61.74
113,0,0,1.76,0,no,343,649.5,58.800000000000004
121,0,1,1.73,2,no,257,488.8,41.41
70,0,0,2.84,1,no,322,488.2,48.42
90,0,0,2.84,0,no,323,637.2,54.75
39,0,0,1.76,0,no,301,499.09999999999997,42.11
142,0,0,2.24,0,no,348,542.7,59.03
176,0,0,2.43,1,no,258,521.0,54.87
105,0,0,2.3,1,no,278,601.6,54.37
57,0,0,2.84,2,yes,263,675.8,73.5
88,0,0,3.46,2,no,278,455.80000000000007,49.85
95,0,0,3.78,0,no,309,528.8,53.85
147,0,0,4.21,3,no,299,543.3,49.1
101,0,0,3.65,4,yes,334,566.0999999999999,52.8
115,0,0,4.21,1,no,301,608.3,57.64
103,0,0,3.48,2,no,318,565.1,49.71
82,0,0,1.89,0,no,349,647.1,61.77000000000001
141,0,0,2.46,0,no,330,570.3,58.13
149,0,0,2.62,2,no,309,561.0,55.07
131,0,0,2.89,2,no,298,633.8,67.52
119,0,0,1.97,1,no,287,562.0,47.63
112,0,0,1.92,3,no,288,576.4,58.38000000000001
116,0,1,3.19,2,no,311,490.9,43.529999999999994
94,0,0,2.27,3,no,282,753.7,68.01
114,0,1,3.51,0,no,304,554.6,60.03
63,0,1,3.29,1,no,323,448.1,48.57999999999999
130,0,0,2.35,4,yes,348,719.1,75.82000000000001
122,0,1,2.27,3,no,271,631.6,63.58
166,0,0,1.94,3,no,302,610.7,61.01
78,0,1,2.57,2,no,256,507.7,51.84
148,0,1,2.67,1,no,306,537.5,50.440000000000005
154,0,0,3.24,3,yes,298,546.7,52.49
110,0,1,1.7,1,no,330,457.90000000000003,49.81
75,0,0,2.3,0,yes,337,728.5,78.44
113,0,0,1.78,1,no,318,394.4,34.980000000000004
181,0,1,1.7,2,no,237,612.2,54.35
51,0,0,2.7,2,no,287,485.9,49.82
102,0,1,3.86,0,no,305,809.2,75.83
107,0,0,3.56,1,no,267,399.2,33.14
88,0,0,2.13,5,yes,310,490.5,45.51
82,0,0,4.73,0,no,315,490.8,48.49
204,0,0,1.59,6,no,276,604.8,59.17
130,0,0,3.27,3,no,281,528.2,56.919999999999995
174,0,0,3.38,0,no,382,694.5,66.39
129,0,0,3.27,2,no,336,599.4,56.88
190,1,0,2.7,3,no,260,578.0999999999999,48.92
54,1,0,3.02,3,no,319,549.4000000000001,60.370000000000005
78,0,0,2.32,0,no,289,709.1,63.69
100,0,1,2.4,1,no,309,596.7,60.580000000000005
70,0,1,2.54,3,no,232,441.29999999999995,44.589999999999996
117,0,0,2.86,1,no,340,565.1,46.69
68,0,0,2.73,0,no,258,455.2,38.16
27,0,0,2.21,2,yes,323,743.3,72.71
181,0,1,2.86,1,no,302,655.0,63.230000000000004
112,0,0,2.7,2,no,311,520.8,54.269999999999996
93,0,0,3.24,0,no,377,536.9,54.28
102,0,0,2.73,0,no,314,556.3,53.1
93,0,0,2.81,0,no,305,653.4,58.64
107,0,1,2.21,1,no,384,513.7,48.36
100,0,1,3.4,3,no,330,548.1,49.55
115,0,0,3.56,2,no,332,736.0999999999999,66.69
63,0,1,2.78,0,no,217,569.4,59.63999999999999
57,0,0,2.57,0,no,303,710.0999999999999,69.06
119,0,1,3.13,1,no,329,508.8,46.33
73,0,0,2.46,1,no,285,720.8,60.07
98,0,1,2.97,2,no,267,476.5,42.519999999999996
139,1,0,3.02,0,no,354,522.7,51.43
31,0,1,2.86,1,no,321,658.0,60.72
129,0,1,3.08,1,no,284,600.9000000000001,59.62
115,0,0,2.51,7,yes,259,482.6,46.83
108,0,0,3.78,2,yes,302,741.9000000000001,78.67
139,0,0,3.27,0,no,323,543.9,47.17
102,0,0,2.7,4,no,312,597.2,64.19
149,0,0,2.38,1,no,243,653.2,60.900000000000006
113,0,0,3.54,2,no,322,545.0,52.910000000000004
131,0,1,1.4,1,no,309,624.5,57.99999999999999
83,0,0,3.08,0,no,343,513.6,44.260000000000005
96,0,1,2.92,2,no,317,662.5,71.02
98,0,0,2.3,1,no,337,450.80000000000007,47.06
3,0,0,3.81,3,no,338,559.2,56.43
77,0,1,3.05,0,no,283,625.5999999999999,61.81
75,0,1,2.54,3,no,333,678.4,66.0
40,0,0,2.84,4,yes,353,564.1,52.260000000000005
108,0,0,2.86,0,no,333,714.1,70.98
100,0,0,3.16,4,yes,278,595.7,48.879999999999995
16,0,0,2.75,3,no,316,540.8,53.78
115,0,1,1.51,2,no,334,480.5,45.709999999999994
108,0,1,2.35,3,no,300,446.3,45.82
161,0,0,2.11,2,yes,339,794.2,85.24000000000001
147,0,0,2.81,2,no,278,602.5,55.5
107,0,0,3.08,3,no,302,375.7,39.839999999999996
120,0,0,2.92,1,no,321,682.2,63.02
107,0,1,2.78,1,no,295,442.2,39.120000000000005
58,0,0,3.97,3,no,309,505.4,45.94
91,0,0,3.59,2,no,288,458.7,46.04
13,0,0,1.92,2,no,350,604.4,54.68000000000001
104,0,0,4.1,5,no,283,610.4,69.7
93,0,1,2.89,1,no,272,643.0,67.1
95,0,0,3.46,2,no,309,509.19999999999993,53.2
104,0,0,2.7,3,no,381,512.8,44.2
35,0,0,2.78,5,yes,315,511.99999999999994,46.64
